date,Temp,EC,PH,turbidity,Chl-a,DO
27/11/2013 4:30,28.14,43220,8.02,9,6.9,6.19
27/11/2013 5:00,27.93,44040,8.03,9.7,7,6.17
27/11/2013 5:30,27.75,44990,8.04,10,7.3,6.14
27/11/2013 6:00,27.72,45600,8.04,10.7,7.3,6.14
27/11/2013 6:30,27.57,45810,8.04,10.1,6.1,6.15
27/11/2013 7:00,27.66,45970,8.02,12,6.4,6.07
27/11/2013 7:30,27.69,44480,8.03,9.5,6.3,6.2
27/11/2013 8:00,27.8,44560,8.04,10.3,5.5,6.22
27/11/2013 8:30,27.79,44230,8.04,8.9,5.4,6.28
27/11/2013 9:00,28.02,43580,8.03,9.3,5.8,6.34
27/11/2013 9:30,28.14,43360,8.03,8.9,7,6.39
27/11/2013 10:00,28.37,42960,8.03,9.1,6.1,6.51
27/11/2013 10:30,28.62,42520,8.03,9.5,5.5,6.59
27/11/2013 11:00,28.82,42070,8.03,10,5.9,6.72
27/11/2013 11:30,29.05,41540,8.04,9.9,5.4,6.9
27/11/2013 12:00,29.31,41090,8.04,9,5.2,7.17
27/11/2013 12:30,29.53,40780,8.04,9.2,6.5,7.31
27/11/2013 13:00,29.73,40590,8.05,10.5,5.5,7.47
27/11/2013 13:30,29.82,40720,8.04,14.2,6,7.49
27/11/2013 14:00,30.14,40660,8.06,9.7,5,7.75
27/11/2013 14:30,29.83,41330,8.08,9.6,5.3,7.7
27/11/2013 15:00,29.81,42340,8.09,10.2,5.4,7.65
27/11/2013 15:30,29.87,43080,8.11,11,6.2,7.75
27/11/2013 16:00,29.92,43880,8.13,12.3,6.2,7.85
27/11/2013 16:30,29.53,45050,8.13,14.2,6.2,7.78
27/11/2013 17:00,29.19,45960,8.13,12.8,6.6,7.65
27/11/2013 17:30,28.9,46740,8.12,12.2,7.1,7.55
27/11/2013 18:00,28.73,47430,8.12,13.6,7.9,7.47
27/11/2013 18:30,28.69,47460,8.11,13.3,7.1,7.37
27/11/2013 19:00,28.64,47690,8.09,12.6,7.3,7.25
27/11/2013 19:30,28.81,46460,8.12,9,6.7,7.44
27/11/2013 20:00,28.65,46340,8.12,9.6,6.8,7.33
27/11/2013 20:30,28.81,45670,8.11,9.6,7.1,7.28
27/11/2013 21:00,28.91,45300,8.11,10.3,7,7.27
27/11/2013 21:30,28.9,44930,8.1,10.3,7.4,7.21
27/11/2013 22:00,28.94,44390,8.09,9.9,7,7.09
27/11/2013 22:30,28.94,43780,8.08,9.3,6.3,6.98
27/11/2013 23:00,28.89,43240,8.06,10.2,6.3,6.84
27/11/2013 23:30,28.86,42870,8.05,9.7,6.7,6.71
28/11/2013 0:00,28.84,42420,8.04,9.8,6.8,6.62
28/11/2013 0:30,28.84,42190,8.02,9,7.2,6.54
28/11/2013 1:00,28.81,41690,8.01,9.4,6.7,6.49
28/11/2013 1:30,28.83,41230,8,9.1,6.5,6.42
28/11/2013 2:00,28.84,40940,7.99,9.1,6.3,6.37
28/11/2013 2:30,28.84,40580,7.98,9.6,6.4,6.29
28/11/2013 3:00,28.81,40480,7.95,11,6,6.12
28/11/2013 3:30,28.78,40670,7.93,10.3,6.1,5.94
28/11/2013 4:00,28.71,40950,7.94,9,5.9,6.16
28/11/2013 4:30,28.52,41440,7.99,8.3,5.1,6.28
28/11/2013 5:00,28.27,42530,8,10.8,7.1,6.16
28/11/2013 5:30,28,43410,8.02,11.7,6.6,6.17
28/11/2013 6:00,27.88,44590,8.04,12,6.7,6.24
28/11/2013 6:30,27.85,45400,8.05,11.9,6.3,6.32
28/11/2013 7:00,27.75,46080,8.06,11.2,6.3,6.37
28/11/2013 7:30,27.66,46310,8.06,9.8,6.4,6.37
28/11/2013 8:00,27.74,46130,8.04,11.4,6,6.36
28/11/2013 8:30,27.95,45350,8.04,10,4.4,6.35
28/11/2013 9:00,27.96,45160,8.06,8.4,3.9,6.43
28/11/2013 9:30,28.1,44540,8.05,8.9,6.1,6.41
28/11/2013 10:00,28.21,43950,8.04,9.2,5.7,6.42
28/11/2013 10:30,28.32,43720,8.04,9.2,6.3,6.46
28/11/2013 11:00,28.52,38560,8.04,8.9,5.8,6.64
28/11/2013 11:30,28.71,38620,8.03,9,6.1,6.72
28/11/2013 12:00,28.8,39080,8.03,9.4,6.3,6.78
28/11/2013 12:30,29.09,42390,8.03,9.1,5.1,6.84
28/11/2013 13:00,29.42,39140,8.03,9.4,5.5,7.1
28/11/2013 13:30,29.61,41680,8.03,9.9,5.1,7.1
28/11/2013 14:00,29.91,41310,8.04,10.5,5.8,7.29
28/11/2013 14:30,30.12,41170,8.03,11.9,5.1,7.23
28/11/2013 15:00,30.22,36760,8.01,11.5,6.2,7.21
28/11/2013 15:30,30.18,41450,8.05,9.2,5.4,7.44
28/11/2013 16:00,29.96,37250,8.06,8.1,4.3,7.55
28/11/2013 16:30,29.87,41520,8.08,10.9,5.6,7.47
28/11/2013 17:00,30.08,40010,8.1,12.4,6.5,7.7
28/11/2013 17:30,29.79,41790,8.11,13.2,6.6,7.64
28/11/2013 18:00,29.47,40700,8.12,13.1,6.7,7.6
28/11/2013 18:30,29.25,40890,8.12,13.4,7.2,7.56
28/11/2013 19:00,29.03,44470,8.12,12.2,7.1,7.4
28/11/2013 19:30,28.99,41350,8.1,14.8,7.1,7.38
28/11/2013 20:00,29,41260,8.09,14.8,7.3,7.33
28/11/2013 20:30,29.1,39900,8.11,8.3,5.9,7.47
28/11/2013 21:00,29.05,45500,8.11,10.4,6.7,7.14
28/11/2013 21:30,29.1,37440,8.1,9.2,5,7.29
28/11/2013 22:00,29.11,36720,8.09,9.4,5.3,7.24
28/11/2013 22:30,29.14,37990,8.08,10.9,5.8,7.11
28/11/2013 23:00,29.06,37680,8.07,9.3,6.2,6.97
28/11/2013 23:30,29.01,38000,8.05,9.8,5.5,6.79
29/11/2013 0:00,28.96,38870,8.04,9.3,5.8,6.63
29/11/2013 0:30,28.83,38290,8.02,9,6.2,6.5
29/11/2013 1:00,28.75,39930,8.01,8.9,6,6.36
29/11/2013 1:30,28.75,39540,8,9.5,5.7,6.29
29/11/2013 2:00,28.71,39280,7.98,9.9,6,6.22
29/11/2013 2:30,28.67,36330,7.98,9.1,4.9,6.21
29/11/2013 3:00,28.66,36320,7.97,10.5,5.3,6.15
29/11/2013 3:30,28.62,35460,7.95,12.5,5.2,6.07
29/11/2013 4:00,28.56,34830,7.92,12.7,5.1,5.88
29/11/2013 4:30,28.56,33760,7.93,10.9,5.5,6.01
29/11/2013 5:00,28.37,35730,7.96,8,5.1,6.12
29/11/2013 5:30,28.14,37220,7.99,11.3,5.5,6.09
29/11/2013 6:00,27.92,41570,8.01,11.6,5.9,6.04
29/11/2013 6:30,27.93,38980,8.04,13.2,5.9,6.29
29/11/2013 7:00,27.99,47210,8.06,13.9,6.1,6.25
29/11/2013 7:30,28.03,45160,8.07,14.9,6.1,6.37
29/11/2013 8:00,27.99,42580,8.08,14.1,6.3,6.46
29/11/2013 8:30,27.96,45590,8.07,13.9,6.4,6.38
29/11/2013 9:00,27.98,41930,8.07,13.7,6.1,6.55
29/11/2013 9:30,28.21,43680,8.08,10.8,5.1,6.54
29/11/2013 10:00,28.43,40640,8.08,9.7,5.3,6.68
29/11/2013 10:30,28.6,43700,8.07,10,4.2,6.61
29/11/2013 11:00,28.72,40080,8.07,10.6,4.3,6.72
29/11/2013 11:30,28.95,43980,8.07,10,4.4,6.73
29/11/2013 12:00,29.1,43670,8.06,10.5,4.8,6.78
29/11/2013 12:30,29.26,43410,8.06,10.4,5.6,6.82
29/11/2013 13:00,29.54,39910,8.06,9.7,4.9,7.03
29/11/2013 13:30,29.65,38310,8.05,10.1,5.9,7.15
29/11/2013 14:00,29.86,38630,8.05,10.3,5.2,7.2
29/11/2013 14:30,29.94,31250,8.05,9.2,4.5,7.46
29/11/2013 15:00,30.16,37400,8.05,10.3,5.2,7.41
29/11/2013 15:30,30.29,36980,8.04,10.3,5.2,7.4
29/11/2013 16:00,30.14,40800,8.03,12.1,5.2,7.18
29/11/2013 16:30,30.03,38190,8.03,10,5.3,7.22
29/11/2013 17:00,29.97,41830,8.05,8.2,4.5,7.23
29/11/2013 17:30,30.03,41980,8.07,11.5,6.4,7.32
29/11/2013 18:00,29.95,33950,8.1,12.3,6.1,7.66
29/11/2013 18:30,29.76,39180,8.11,13.7,6.6,7.52
29/11/2013 19:00,29.49,42920,8.12,13,6.3,7.37
29/11/2013 19:30,29.27,42110,8.12,14.9,6.9,7.34
29/11/2013 20:00,29.21,41330,8.12,15.3,7.3,7.31
29/11/2013 20:30,29.22,45450,8.09,18.4,6.8,7.06
29/11/2013 21:00,29.19,41220,8.11,9.8,5.7,7.26
29/11/2013 21:30,29.2,42290,8.11,9.7,5.5,7.19
29/11/2013 22:00,29.15,43260,8.11,9.4,5.7,7.01
29/11/2013 22:30,29.27,39120,8.1,10.3,5.2,7.09
29/11/2013 23:00,29.27,44220,8.09,10.2,5.4,6.86
29/11/2013 23:30,29.21,38760,8.07,10.2,5.3,6.86
30/11/2013 0:00,29.21,37700,8.05,11.3,5.1,6.74
30/11/2013 0:30,29.18,39040,8.04,10.8,5.4,6.54
30/11/2013 1:00,29.11,39890,8.02,10.5,5.5,6.37
30/11/2013 1:30,29.06,39180,8.01,10.8,5.1,6.25
30/11/2013 2:00,29,40070,7.99,10.2,5.3,6.13
30/11/2013 2:30,29,37880,7.98,9.7,4.9,6.1
30/11/2013 3:00,28.96,38860,7.97,10.2,4.8,5.98
30/11/2013 3:30,28.94,37460,7.96,10.6,4.7,5.94
30/11/2013 4:00,28.89,37730,7.95,9.9,5.5,5.86
30/11/2013 4:30,28.87,36970,7.93,12.1,5.1,5.81
30/11/2013 5:00,28.89,37410,7.93,10.8,5.4,5.82
30/11/2013 5:30,28.75,39730,7.96,8,4.5,5.81
30/11/2013 6:00,28.7,33170,7.98,12.2,5.6,6.03
30/11/2013 6:30,28.52,39520,8,12.9,5.2,5.96
30/11/2013 7:00,28.53,34280,8.03,14.5,6.1,6.3
30/11/2013 7:30,28.55,41690,8.06,15,6.6,6.3
30/11/2013 8:00,28.47,34070,8.07,17,7.3,6.54
30/11/2013 8:30,28.37,41740,8.08,15.9,6.7,6.36
30/11/2013 9:00,28.3,37790,8.08,15.3,6.8,6.46
30/11/2013 9:30,28.27,42290,8.06,13.7,6.9,6.32
30/11/2013 10:00,28.4,44300,8.08,10.5,6.7,6.36
30/11/2013 10:30,28.57,48030,8.08,11.3,4.9,6.3
30/11/2013 11:00,28.71,45260,8.08,12,5.4,6.37
30/11/2013 11:30,28.93,35360,8.07,11,5.6,6.68
30/11/2013 12:00,29.09,42840,8.07,11.5,5.6,6.57
30/11/2013 12:30,29.16,42450,8.07,12,5.6,6.56
30/11/2013 13:00,29.4,43110,8.06,11.9,6.5,6.61
30/11/2013 13:30,29.48,41900,8.05,10.7,6.8,6.67
30/11/2013 14:00,29.58,42010,8.04,10.3,6.5,6.72
30/11/2013 14:30,29.63,30840,8.04,10.9,6.3,6.98
30/11/2013 15:00,29.66,35480,8.03,10.8,6.3,6.88
30/11/2013 15:30,29.75,39780,8.03,10.9,6.6,6.79
30/11/2013 16:00,29.76,43770,8.02,11.3,6.4,6.75
30/11/2013 16:30,29.71,43520,8.01,14.3,6.3,6.7
30/11/2013 17:00,29.26,43120,8.02,9.8,5.4,6.59
30/11/2013 17:30,29.35,32050,8.02,9.2,5.9,6.85
30/11/2013 18:00,29.12,37720,8.04,9.9,6.2,6.69
30/11/2013 18:30,28.95,38780,8.06,13.3,6.7,6.74
30/11/2013 19:00,28.72,40050,8.08,15.8,7.6,6.81
30/11/2013 19:30,28.66,40240,8.09,15.4,7.1,6.83
30/11/2013 20:00,28.62,38600,8.09,17.2,7.6,6.83
30/11/2013 20:30,28.52,43480,8.1,14.7,7.9,6.7
30/11/2013 21:00,28.44,41570,8.08,15.5,7.6,6.66
30/11/2013 21:30,28.37,42540,8.08,12.6,6.8,6.67
30/11/2013 22:00,28.29,44150,8.08,11.3,6.1,6.56
30/11/2013 22:30,28.2,42500,8.07,11.1,6.1,6.49
30/11/2013 23:00,28.27,42060,8.06,11,6.3,6.41
30/11/2013 23:30,28.27,39800,8.05,11.4,6.2,6.37
1/12/2013 0:00,28.21,42820,8.03,11.3,6.4,6.18
1/12/2013 0:30,28.2,39160,8.02,10.9,6.1,6.14
1/12/2013 1:00,28.19,39540,8,11.4,6.1,6.03
1/12/2013 1:30,28.18,38300,7.98,10.9,5.2,5.92
1/12/2013 2:00,28.14,38950,7.97,10.8,4.7,5.83
1/12/2013 2:30,28.09,38310,7.95,10.5,5.6,5.77
1/12/2013 3:00,28.05,36830,7.95,10.2,5.9,5.75
1/12/2013 3:30,27.97,37130,7.94,10,5,5.67
1/12/2013 4:00,27.92,36410,7.92,9.9,5.1,5.61
1/12/2013 4:30,27.9,35340,7.91,10.3,4.7,5.56
1/12/2013 5:00,27.81,36940,7.9,12.1,5.8,5.45
1/12/2013 5:30,27.78,41490,7.89,13.3,4.7,5.23
1/12/2013 6:00,27.72,37890,7.91,8.5,5.1,5.51
1/12/2013 6:30,27.63,40990,7.94,11.8,5.1,5.51
1/12/2013 7:00,27.2,43820,7.96,12.8,6.1,5.62
1/12/2013 7:30,27.23,44830,8.01,16.3,6.3,5.83
1/12/2013 8:00,27.33,46050,8.04,19.2,7.3,5.99
1/12/2013 8:30,27.27,42090,8.06,19.7,7,6.17
1/12/2013 9:00,27.21,47810,8.07,20.8,7.2,6.08
1/12/2013 9:30,27.28,33890,8.07,17.9,6.6,6.51
1/12/2013 10:00,27.31,49790,8.07,16.3,7.5,6.2
1/12/2013 10:30,27.34,47640,8.08,13.2,6,6.28
1/12/2013 11:00,27.62,49300,8.08,12,6.9,6.33
1/12/2013 11:30,27.83,48340,8.09,10.7,6.8,6.51
1/12/2013 12:00,27.82,47680,8.08,11.9,6.9,6.48
1/12/2013 12:30,27.98,48040,8.09,12.6,7.1,6.56
1/12/2013 13:00,28.09,38010,8.08,12.5,6.8,6.9
1/12/2013 13:30,28.13,44710,8.08,13.4,7,6.69
1/12/2013 14:00,28.37,39550,8.08,12,5.5,6.95
1/12/2013 14:30,28.42,46410,8.07,11.7,6.9,6.79
1/12/2013 15:00,28.52,45860,8.07,11.4,5.7,6.9
1/12/2013 15:30,28.55,45280,8.06,11.1,5.9,6.95
1/12/2013 16:00,28.63,44710,8.06,10.9,6.4,6.99
1/12/2013 16:30,28.63,44220,8.05,11,6.4,6.93
1/12/2013 17:00,28.61,43870,8.04,12.4,5.8,6.94
1/12/2013 17:30,28.55,43780,8.03,11.6,6.2,6.84
1/12/2013 18:00,28.35,44130,8.03,13.2,5.7,6.77
1/12/2013 18:30,28.25,44870,8.04,12.3,7,6.78
1/12/2013 19:00,27.8,43210,8.06,14.7,6.9,6.89
1/12/2013 19:30,27.62,37420,8.08,15.1,6.2,7.09
1/12/2013 20:00,27.56,38250,8.1,16.6,7.5,7.17
1/12/2013 20:30,27.56,36860,8.11,17.4,8.2,7.21
1/12/2013 21:00,27.5,43300,8.11,18.5,8.2,6.99
1/12/2013 21:30,27.36,45840,8.11,15.9,7.2,6.89
1/12/2013 22:00,27.19,48380,8.1,20.9,7.5,6.71
1/12/2013 22:30,27.28,41260,8.1,12.9,6.3,6.94
1/12/2013 23:00,27.24,40730,8.1,12.5,6.8,6.88
1/12/2013 23:30,27.16,37820,8.09,11.2,6.6,6.88
2/12/2013 0:00,27.15,36880,8.08,12,6.6,6.85
2/12/2013 0:30,27.19,38150,8.08,14.6,6.8,6.73
2/12/2013 1:00,27.08,37030,8.06,12,6.7,6.64
2/12/2013 1:30,27.11,37290,8.04,12.2,5.7,6.52
2/12/2013 2:00,27.08,35960,8.03,11.1,5.7,6.43
2/12/2013 2:30,27.11,36090,8,10.8,5.6,6.32
2/12/2013 3:00,27.13,35050,7.99,11.1,5.7,6.23
2/12/2013 3:30,27.09,34350,7.98,10.8,5.6,6.17
2/12/2013 4:00,27.08,35380,7.96,10.4,5.6,6.09
2/12/2013 4:30,27.04,33680,7.95,10.6,4.4,6.05
2/12/2013 5:00,27.05,35800,7.94,10.9,5.7,5.91
2/12/2013 5:30,27,40020,7.93,13,4.7,5.72
2/12/2013 6:00,26.9,39590,7.92,17.4,4.4,5.44
2/12/2013 6:30,26.89,42240,7.94,13.5,4.3,5.74
2/12/2013 7:00,26.8,41380,7.96,11.5,4.6,5.86
2/12/2013 7:30,26.43,40700,7.98,12.5,5.2,6.04
2/12/2013 8:00,26.35,39470,8.02,15,5.5,6.28
2/12/2013 8:30,26.49,42690,8.05,18.7,6.5,6.35
2/12/2013 9:00,26.42,42750,8.07,20.8,6.7,6.41
2/12/2013 9:30,26.32,46960,8.07,20,6.5,6.35
2/12/2013 10:00,26.29,34470,8.08,19.6,6.8,6.74
2/12/2013 10:30,26.31,52090,8.09,14.9,5.3,6.33
2/12/2013 11:00,26.45,50480,8.09,14.4,4.5,6.38
2/12/2013 11:30,26.77,51980,8.09,10.6,5.3,6.45
2/12/2013 12:00,26.9,51150,8.1,12.6,5.6,6.56
2/12/2013 12:30,27.08,49160,8.09,12,5.4,6.61
2/12/2013 13:00,27.31,48730,8.1,11.4,5.2,6.71
2/12/2013 13:30,27.58,49770,8.1,12.2,5.7,6.79
2/12/2013 14:00,27.67,49160,8.09,13.8,5.7,6.79
2/12/2013 14:30,27.9,48250,8.09,12.3,6.1,6.9
2/12/2013 15:00,27.99,47600,8.08,12.3,5.7,6.93
2/12/2013 15:30,28.07,46970,8.07,11.2,5.9,6.98
2/12/2013 16:00,28.15,46250,8.06,11.6,6.4,7.01
2/12/2013 16:30,28.14,45650,8.05,11.6,6.2,7
2/12/2013 17:00,28.15,45110,8.05,10.3,6,7.03
2/12/2013 17:30,28.14,44740,8.04,11,6.1,6.95
2/12/2013 18:00,28.11,44320,8.03,12.1,6.2,6.92
2/12/2013 18:30,27.96,44180,8.01,14.1,5,6.68
2/12/2013 19:00,27.83,41200,8.02,13.5,5.1,6.84
2/12/2013 19:30,27.75,39280,8.02,12.8,5.1,6.83
2/12/2013 20:00,27.27,39200,8.04,14.4,5.5,6.82
2/12/2013 20:30,27.18,40130,8.05,15.5,6.1,6.85
2/12/2013 21:00,27.19,42170,8.08,18.9,7.7,6.9
2/12/2013 21:30,27.18,42870,8.08,18.3,6.9,6.93
2/12/2013 22:00,27.06,41980,8.09,17.7,7.7,6.94
2/12/2013 22:30,26.92,42480,8.08,18.8,7.4,6.83
2/12/2013 23:00,26.94,43160,8.1,20.2,6,6.83
2/12/2013 23:30,26.96,41560,8.08,12.7,6,6.84
3/12/2013 0:00,26.88,41210,8.08,11.8,5.8,6.75
3/12/2013 0:30,26.89,40840,8.06,11.6,5.7,6.65
3/12/2013 1:00,26.84,38670,8.05,11.9,6.1,6.62
3/12/2013 1:30,26.74,38960,8.03,10.7,5.4,6.5
3/12/2013 2:00,26.77,40750,8.02,9.9,5.8,6.32
3/12/2013 2:30,26.79,37600,8,10.7,5.6,6.3
3/12/2013 3:00,26.82,37970,7.99,10.6,5.1,6.21
3/12/2013 3:30,26.83,37040,7.97,10.4,5.4,6.15
3/12/2013 4:00,26.81,38340,7.96,9.9,5.3,6.06
3/12/2013 4:30,26.76,39690,7.95,9.9,5.3,5.97
3/12/2013 5:00,26.75,39670,7.94,11.3,4.7,5.93
3/12/2013 5:30,26.66,39790,7.93,9.8,4.2,5.89
3/12/2013 6:00,26.63,41410,7.92,11.1,3.7,5.77
3/12/2013 6:30,26.61,41080,7.91,14.4,3.8,5.67
3/12/2013 7:00,26.71,40440,7.9,12.3,3.5,5.67
3/12/2013 7:30,26.71,43430,7.93,7.4,4,5.76
3/12/2013 8:00,26.52,37720,7.96,11.2,4,6.03
3/12/2013 8:30,26.39,37250,7.99,12.7,5,6.22
3/12/2013 9:00,26.52,44160,8.02,16.9,4.7,6.22
3/12/2013 9:30,26.42,42050,8.05,19.7,6.7,6.39
3/12/2013 10:00,26.33,46460,8.06,20.1,5.5,6.33
3/12/2013 10:30,26.22,45390,8.07,20,5.6,6.42
3/12/2013 11:00,26.13,51550,8.08,17.7,6.7,6.31
3/12/2013 11:30,26.15,52400,8.08,18.8,5.4,6.28
3/12/2013 12:00,26.25,52420,8.09,13.9,5,6.38
3/12/2013 12:30,26.65,51640,8.08,10.9,4.7,6.44
3/12/2013 13:00,27.02,51050,8.08,10,4.6,6.57
3/12/2013 13:30,27.21,50790,8.08,10.2,4.5,6.58
3/12/2013 14:00,27.34,50360,8.08,13,5.8,6.65
3/12/2013 14:30,27.64,49790,8.08,11.9,5.4,6.72
3/12/2013 15:00,27.77,49000,8.07,12.9,5.8,6.79
3/12/2013 15:30,27.93,48290,8.06,12.2,5.8,6.8
3/12/2013 16:00,28.05,47550,8.06,11.4,5.3,6.86
3/12/2013 16:30,28.08,46840,8.04,12.6,6.2,6.84
3/12/2013 17:00,28.17,46080,8.04,11.2,6.4,6.87
3/12/2013 17:30,28.09,45610,8.03,10.4,5.6,6.83
3/12/2013 18:00,28.03,39920,8.01,11.4,5.5,6.88
3/12/2013 18:30,28.02,42560,8.01,10.4,5.4,6.77
3/12/2013 19:00,27.94,42520,7.99,12.1,5.2,6.66
3/12/2013 19:30,27.84,39600,7.97,20,4.9,6.43
3/12/2013 20:00,27.77,39300,7.98,17,4.8,6.49
3/12/2013 20:30,27.71,38940,7.99,12.2,4.8,6.56
3/12/2013 21:00,27.47,39730,8,13,5.1,6.49
3/12/2013 21:30,27.35,39010,8.01,12.9,5.5,6.57
3/12/2013 22:00,27.31,41210,8.04,15.1,5.5,6.65
3/12/2013 22:30,27.27,41850,8.05,15.4,6.3,6.73
3/12/2013 23:00,27.21,42730,8.05,15.2,6.6,6.7
3/12/2013 23:30,27.15,41180,8.04,19.3,5,6.53
4/12/2013 0:00,27.1,41040,8.05,9,4.4,6.64
4/12/2013 0:30,27.06,42800,8.03,9.5,5,6.49
4/12/2013 1:00,27.03,41730,8.01,8.4,4.3,6.34
4/12/2013 1:30,27.03,42720,8,8.6,4.5,6.25
4/12/2013 2:00,27,41270,7.99,9.3,5,6.2
4/12/2013 2:30,26.98,36610,7.97,8.6,4.6,6.19
4/12/2013 3:00,26.95,40480,7.96,8,4.2,6
4/12/2013 3:30,26.91,36470,7.95,7.9,4.4,6.03
4/12/2013 4:00,26.93,39060,7.93,8,3.9,5.89
4/12/2013 4:30,26.86,37340,7.92,8.1,5.1,5.86
4/12/2013 5:00,26.79,38490,7.91,8.3,4.2,5.81
4/12/2013 5:30,26.76,40160,7.9,9,4.2,5.71
4/12/2013 6:00,26.69,42460,7.9,9.3,4.6,5.63
4/12/2013 6:30,26.65,42070,7.9,11.6,4.9,5.6
4/12/2013 7:00,26.69,39880,7.88,15,4,5.57
4/12/2013 7:30,26.74,42090,7.87,16.5,4.3,5.43
4/12/2013 8:00,26.81,42130,7.89,10.7,3.7,5.54
4/12/2013 8:30,26.9,38410,7.91,11.1,4.4,5.83
4/12/2013 9:00,26.93,39570,7.95,11.3,4.4,6.04
4/12/2013 9:30,26.88,41300,7.98,15.5,4.3,6.16
4/12/2013 10:00,26.93,38970,8.01,19.5,5.2,6.35
4/12/2013 10:30,26.87,47250,8.03,21,6.1,6.26
4/12/2013 11:00,26.8,39890,8.04,21.1,5.4,6.5
4/12/2013 11:30,26.75,39660,8.06,18.6,5.8,6.6
4/12/2013 12:00,27,52220,8.06,11.9,3.9,6.32
4/12/2013 12:30,26.89,52680,8.07,18.9,4.9,6.38
4/12/2013 13:00,27.42,51710,8.06,8.2,3.6,6.47
4/12/2013 13:30,27.56,50100,8.07,10.1,4.5,6.6
4/12/2013 14:00,27.58,44800,8.06,11.4,4.4,6.74
4/12/2013 14:30,27.57,44600,8.06,14.5,5.7,6.75
4/12/2013 15:00,27.83,45950,8.06,13.3,5.4,6.77
4/12/2013 15:30,27.96,47600,8.05,14.1,6,6.71
4/12/2013 16:00,28.18,49030,8.05,12.3,5.2,6.75
4/12/2013 16:30,28.32,48180,8.04,11.5,5.6,6.8
4/12/2013 17:00,28.33,46090,8.03,10.7,6.4,6.82
4/12/2013 17:30,28.35,43550,8.02,11.4,5.4,6.83
4/12/2013 18:00,28.29,45460,8.01,10.3,5.1,6.75
4/12/2013 18:30,28.2,41110,7.99,10.4,5.2,6.74
4/12/2013 19:00,28.18,41910,7.98,11.2,4.8,6.61
4/12/2013 19:30,28.16,41560,7.97,10.1,4.9,6.56
4/12/2013 20:00,28.08,37230,7.95,12.3,4.9,6.49
4/12/2013 20:30,28.04,37380,7.93,20.4,4.4,6.14
4/12/2013 21:00,27.94,37410,7.94,16.4,4.4,6.36
4/12/2013 21:30,27.91,40380,7.96,9.8,4.5,6.32
4/12/2013 22:00,27.72,41340,7.97,12.6,5.1,6.29
4/12/2013 22:30,27.56,40610,7.98,12.6,4.6,6.34
4/12/2013 23:00,27.48,42520,8,14,4.9,6.38
4/12/2013 23:30,27.44,42300,8.02,14.6,5.2,6.49
5/12/2013 0:00,27.37,42130,8.02,13.6,5.2,6.48
5/12/2013 0:30,27.37,41250,8.02,17.2,5.7,6.45
5/12/2013 1:00,27.34,41590,8.01,9.6,4.5,6.37
5/12/2013 1:30,27.26,38790,7.99,9.2,4.6,6.3
5/12/2013 2:00,27.29,39780,7.97,9.1,3.9,6.16
5/12/2013 2:30,27.25,39540,7.96,8.7,4.6,6.11
5/12/2013 3:00,27.3,38980,7.95,9.5,4.2,6.02
5/12/2013 3:30,27.18,39430,7.93,8.3,4.2,5.92
5/12/2013 4:00,27.21,40460,7.92,8.9,4.3,5.8
5/12/2013 4:30,27.22,40090,7.91,8.7,4.6,5.73
5/12/2013 5:00,27.14,38990,7.89,8.8,4.6,5.68
5/12/2013 5:30,27.12,42340,7.89,9.1,4.6,5.56
5/12/2013 6:00,27.16,43830,7.87,11.4,4.3,5.47
5/12/2013 6:30,27.13,39100,7.87,10.6,5.2,5.53
5/12/2013 7:00,27.08,40730,7.87,10,4.2,5.53
5/12/2013 7:30,27.12,42480,7.87,11.2,4.3,5.49
5/12/2013 8:00,27.18,42310,7.86,17.5,4.2,5.51
5/12/2013 8:30,27.25,42770,7.86,16.1,2.7,5.43
5/12/2013 9:00,27.24,43050,7.87,10.8,4.2,5.53
5/12/2013 9:30,27.43,43420,7.9,10.9,3.9,5.82
5/12/2013 10:00,27.4,39890,7.94,12.2,4.3,6.2
5/12/2013 10:30,27.39,42480,7.97,15.5,5,6.23
5/12/2013 11:00,27.38,41940,7.99,18.6,5.1,6.36
5/12/2013 11:30,27.39,44220,8.01,19,5,6.38
5/12/2013 12:00,27.36,49870,8.03,18.9,5.4,6.32
5/12/2013 12:30,27.33,51690,8.05,18.2,5,6.37
5/12/2013 13:00,27.56,49940,8.05,13.9,4.5,6.49
5/12/2013 13:30,27.59,52580,8.06,15.4,4.2,6.46
5/12/2013 14:00,27.93,51690,8.05,10,4.5,6.57
5/12/2013 14:30,28.18,49530,8.05,9.3,4.9,6.72
5/12/2013 15:00,28.08,46280,8.04,12,4.8,6.71
5/12/2013 15:30,28.15,50890,8.04,14.2,5.4,6.61
5/12/2013 16:00,28.3,48780,8.03,14.4,6.2,6.67
5/12/2013 16:30,28.39,46100,8.03,15.6,6.6,6.71
5/12/2013 17:00,28.49,46570,8.01,13.3,5.9,6.67
5/12/2013 17:30,28.55,46540,8.01,11.1,5.7,6.71
5/12/2013 18:00,28.55,47500,7.99,10.4,5.1,6.6
5/12/2013 18:30,28.54,45800,7.98,10,5.3,6.56
5/12/2013 19:00,28.44,43860,7.96,9.1,5,6.5
5/12/2013 19:30,28.37,38320,7.95,8.9,4.4,6.48
5/12/2013 20:00,28.34,40730,7.93,8.9,3.8,6.31
5/12/2013 20:30,28.33,39770,7.92,8.7,4.3,6.25
